Node_ID,Lat,Lon
577,21.0125487,105.8546878
578,21.021237,105.8629228
579,21.0090417,105.8585223
580,21.015366,105.8392866
581,21.011965,105.8588551
582,21.0059391,105.8645769
583,21.0067568,105.8417945
584,21.0105548,105.8385358
585,21.0175364,105.8495043
586,21.0126796,105.8571433
587,21.00574,105.8558846
588,21.0219511,105.8606911
589,21.0055034,105.8660871
590,21.0049799,105.8639175
591,21.0118708,105.8606359
592,21.0120302,105.854367
593,21.0068315,105.8449942
594,21.0196174,105.8598745
595,21.010057,105.8647967
596,21.0041256,105.850248
597,21.0066627,105.8521181
598,21.0064507,105.8562508
599,21.0049794,105.8485314
600,21.0054996,105.8471794
601,21.0081962,105.8533206
602,21.0037581,105.8633432
603,21.0105313,105.8402426
604,21.0057299,105.8649271
605,21.0130745,105.8651946
606,21.0072428,105.8453872
607,21.0156187,105.8504007
608,21.015267,105.8393411
609,21.0095414,105.8546045
610,21.006715,105.8512608
611,21.0218886,105.8440368
612,21.0192021,105.8390937
613,21.0211751,105.8560357
614,21.0169301,105.839419
615,21.0089821,105.8400285
616,21.0097628,105.8412374
617,21.0062745,105.8486125
618,21.0050026,105.8597463
619,21.006907,105.8608886
620,21.0044448,105.8640388
621,21.0189114,105.8400714
622,21.0158964,105.8647063
623,21.0104379,105.8403527
624,21.005221,105.8434509
625,21.0099627,105.8388527
626,21.0085102,105.8498841
627,21.0169285,105.8502681
628,21.0118206,105.8615691
629,21.0044249,105.856065
630,21.018974,105.8484727
631,21.0135134,105.8572693
632,21.006868,105.8646762
633,21.0119546,105.8392349
634,21.0131613,105.8608345
635,21.0171114,105.8585692
636,21.0164216,105.8648987
637,21.0078899,105.8513731
638,21.0070566,105.8460966
639,21.0082657,105.86206
640,21.0181057,105.841418
641,21.0192925,105.8529418
642,21.0218666,105.8630934
643,21.0172905,105.8646539
644,21.0175745,105.8514319
645,21.0091439,105.8477044
646,21.0148512,105.8629948
647,21.0049845,105.8454443
648,21.0187029,105.8587797
649,21.0197892,105.860507
650,21.0048215,105.8652306
651,21.0176914,105.8397631
652,21.013442,105.8497526
653,21.0049231,105.8565819
654,21.0058115,105.8540375
655,21.0049575,105.8631635
656,21.0127678,105.8636852
657,21.0157026,105.8613339
658,21.0184564,105.8413968
659,21.0039695,105.8451651
660,21.0071205,105.8611568
661,21.0134014,105.8525013
662,21.0171471,105.8540463
663,21.0045819,105.8662051
664,21.0207222,105.8531263
665,21.0172541,105.8635255
666,21.0150507,105.8404672
667,21.0100549,105.8469275
668,21.0189279,105.8484594
669,21.0081941,105.8561485
670,21.0066907,105.845161
671,21.0085059,105.8655822
672,21.0133908,105.8570137
673,21.0103112,105.8602672
674,21.0178299,105.8639534
675,21.012135,105.8567505
676,21.0191608,105.8628406
677,21.0079623,105.8590677
678,21.0132219,105.8589494
679,21.0133406,105.8411184
680,21.0077796,105.8635349
681,21.0079875,105.8450055
682,21.0070995,105.8481326
683,21.0117844,105.8479992
684,21.0172161,105.8643045
685,21.008849,105.8516862
686,21.0213749,105.8484036
687,21.0196201,105.8597785
688,21.0041691,105.8643683
689,21.0212568,105.8557601
690,21.0149049,105.8649069
691,21.015882,105.8479653
692,21.0164259,105.8570471
693,21.0185627,105.8593471
694,21.0219809,105.8613059
695,21.0113731,105.8565589
696,21.0212163,105.8514363
697,21.0227877,105.8487269
698,21.0205697,105.8609559
699,21.0091442,105.8608904
700,21.0091214,105.8588211
701,21.0218934,105.8445342
702,21.0185395,105.8620274
703,21.0169123,105.8503544
704,21.0085714,105.8658804
705,21.0171571,105.8618159
706,21.0044927,105.8548834
707,21.0221212,105.8577265
708,21.0198147,105.8487519
709,21.0134843,105.8593163
710,21.0116005,105.8537957
711,21.0152636,105.8392167
712,21.0128007,105.8565762
713,21.0156227,105.8399315
714,21.0073187,105.8474401
715,21.0118962,105.8652547
716,21.0177231,105.8532056
717,21.0123616,105.8666293
718,21.0175452,105.8422551
719,21.014542,105.8582658
720,21.0081681,105.8410982
721,21.0220337,105.8425507
722,21.0126445,105.8615166
723,21.0137094,105.8491587
724,21.0122761,105.8537197
725,21.0049129,105.8496564
726,21.0125256,105.8661701
727,21.0074465,105.8641398
728,21.0065728,105.8621735
729,21.0141468,105.8527873
730,21.0053789,105.8656715
731,21.005551,105.8429498
732,21.0148046,105.8590083
733,21.0056091,105.8535831
734,21.0110602,105.8466388
735,21.0304412,105.8595163
736,21.012934,105.8643626
737,21.0051821,105.8446424
